Titel,Url,Art,Gehalt (p.m.)*,Erfahrung,Ort,Datum
Wanted: Ein Grafik-FUSSI,https://www.karriere.at/jobs/5466081,Teilzeit. geringfügig,0,Berufserfahrung,Klagenfurt,25.3.2019
Webdesigner/-developerIn,https://www.karriere.at/jobs/5482534,Vollzeit,3000,Berufserfahrung,Launsdorf,28.3.2019
Analog/Mixed-Signal Layout Engineer - IC Development (f/m/div*),https://www.karriere.at/jobs/5448047,Vollzeit,4200,Berufserfahrung,Villach,21.3.2019
