Titel,Url,Art,Gehalt (p.m.)*,Erfahrung,Ort,Datum
Assistenz (m/w) in der Rechtsabteilung,https://www.karriere.at/jobs/5476359,Vollzeit,2166,Berufserfahrung,Steiermark,1.4.2019
Customer Service Manager für technische Lösungskonzepte (w/m/x) - JuristInnen und TechnikerInnnen willkommen,https://www.karriere.at/jobs/5448013,Vollzeit,3647,Berufserfahrung,Graz-Umgebung,29.3.2019
Jurist/in - Koryphäe aus dem IT-Sektor gesucht!,https://www.karriere.at/jobs/5450004,Vollzeit,7500,Berufserfahrung,Linz. österreichweit,26.3.2019
Jurist/in mit Schwerpunkt Immaterialgüterrecht. Handelsrecht. Compliance,https://www.karriere.at/jobs/5455795,Vollzeit,7513,Berufserfahrung,Neunkirchen,25.3.2019
JuristIn (m/w),https://www.karriere.at/jobs/5462991,Vollzeit,1845,Berufserfahrung,Graz,21.3.2019
Junior Legal Counsel (m/w),https://www.karriere.at/jobs/5471552,Vollzeit,0,Berufserfahrung,Spielberg bei Knittelfeld,26.3.2019
Patentanwalt m/w,https://www.karriere.at/jobs/5473104,Vollzeit,5000,Berufserfahrung,Graz,25.3.2019
Von der grünen Mark in die weite Welt: International Legal Counsel (m/w),https://www.karriere.at/jobs/5463140,Vollzeit,9166,Berufserfahrung,Raum Graz,19.3.2019
