Titel,Url,Art,Gehalt (p.m.)*,Erfahrung,Ort,Datum
Gästebetreuung,https://www.karriere.at/jobs/5453539,Teilzeit. geringfügig,2682,Berufserfahrung,Lackenbach,29.3.2019
Gebietsverkaufsleiter (m/w) für die Gastronomiesparte,https://www.karriere.at/jobs/5426659,Vollzeit,2916,Projekt-. Bereichsleitung,Wien. Niederösterreich. Burgenland. Kufstein. St.Anton am Arlberg. Imst,29.3.2019
Saisonkraft für Kassa und Büroverwaltung (m/w),https://www.karriere.at/jobs/5453546,Teilzeit. geringfügig,2682,Berufserfahrung,Breitenbrunn am Neusiedler See,19.3.2019
